id,value,room,order,order_common,family,family_common
house.common.Coleoptera (beetles).Elateridae (click beetles),68,common,Coleoptera,beetles,Elateridae,click beetles
house.common.Coleoptera (beetles).Endomychidae (handsome fungus beetles),4,common,Coleoptera,beetles,Endomychidae,handsome fungus beetles
house.common.Coleoptera (beetles).Erotylidae (pleasing fungus beetles),1,common,Coleoptera,beetles,Erotylidae,pleasing fungus beetles
house.common.Coleoptera (beetles).Eucnemidae (false click beetles),4,common,Coleoptera,beetles,Eucnemidae,false click beetles
house.common.Coleoptera (beetles).Geotrupidae (earth boring scarab beetles),1,common,Coleoptera,beetles,Geotrupidae,earth boring scarab beetles
house.common.Coleoptera (beetles).Heteroceridae (mud-loving beetles),1,common,Coleoptera,beetles,Heteroceridae,mud-loving beetles
house.common.Coleoptera (beetles).Histeridae (clown beetles),2,common,Coleoptera,beetles,Histeridae,clown beetles
house.common.Coleoptera (beetles).Hydrophilidae (water scavenger beetles),1,common,Coleoptera,beetles,Hydrophilidae,water scavenger beetles
house.common.Coleoptera (beetles).Laemophloeidae (lined flat bark beetles),1,common,Coleoptera,beetles,Laemophloeidae,lined flat bark beetles
house.common.Coleoptera (beetles).Lampyridae (fireflies),7,common,Coleoptera,beetles,Lampyridae,fireflies
house.common.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),24,common,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles
house.common.Coleoptera (beetles).Leiodidae (round fungus beetles),3,common,Coleoptera,beetles,Leiodidae,round fungus beetles
house.common.Coleoptera (beetles).Lucanidae (stag beetles),1,common,Coleoptera,beetles,Lucanidae,stag beetles
house.common.Coleoptera (beetles).Melandryidae (false darkling beetles),1,common,Coleoptera,beetles,Melandryidae,false darkling beetles
house.common.Coleoptera (beetles).Melyridae (soft winged flower beetles),6,common,Coleoptera,beetles,Melyridae,soft winged flower beetles
house.common.Coleoptera (beetles).Micromalthidae (telephone pole beetle),1,common,Coleoptera,beetles,Micromalthidae,telephone pole beetle
house.common.Coleoptera (beetles).Monotomidae (root-eating beetles),1,common,Coleoptera,beetles,Monotomidae,root-eating beetles
house.common.Coleoptera (beetles).Mordellidae (tumbling flower beetles),9,common,Coleoptera,beetles,Mordellidae,tumbling flower beetles
house.common.Coleoptera (beetles).Mycetophagidae (hairy fungus beetles),4,common,Coleoptera,beetles,Mycetophagidae,hairy fungus beetles
house.common.Coleoptera (beetles).Nitidulidae (sap beetles),10,common,Coleoptera,beetles,Nitidulidae,sap beetles
house.common.Coleoptera (beetles).Phalacridae (shining flower beetles),5,common,Coleoptera,beetles,Phalacridae,shining flower beetles
house.common.Coleoptera (beetles).Ptiliidae (featherwing beetles),3,common,Coleoptera,beetles,Ptiliidae,featherwing beetles
house.common.Coleoptera (beetles).Ptilodactylidae (toe winged beetles),9,common,Coleoptera,beetles,Ptilodactylidae,toe winged beetles
house.common.Coleoptera (beetles).Scarabaeidae (scarab beetles),35,common,Coleoptera,beetles,Scarabaeidae,scarab beetles
house.common.Coleoptera (beetles).Scraptiidae (false flower beetles),8,common,Coleoptera,beetles,Scraptiidae,false flower beetles
house.common.Coleoptera (beetles).Scydmaenidae (ant like stone beetles),1,common,Coleoptera,beetles,Scydmaenidae,ant like stone beetles
house.common.Coleoptera (beetles).Silvanidae (flat bark beetles),27,common,Coleoptera,beetles,Silvanidae,flat bark beetles
house.common.Coleoptera (beetles).Staphylinidae (rove beetles),31,common,Coleoptera,beetles,Staphylinidae,rove beetles
house.common.Coleoptera (beetles).Tenebrionidae (darkling beetles),34,common,Coleoptera,beetles,Tenebrionidae,darkling beetles
house.common.Coleoptera (beetles).Throscidae (false metallic wood boring beetles),12,common,Coleoptera,beetles,Throscidae,false metallic wood boring beetles
house.common.Coleoptera (beetles).Trogidae (hide beetles),1,common,Coleoptera,beetles,Trogidae,hide beetles
house.common.Coleoptera (beetles).Trogossitidae (bark gnawing beetles),6,common,Coleoptera,beetles,Trogossitidae,bark gnawing beetles
house.common.Coleoptera (beetles).Un ID family,8,common,Coleoptera,beetles,Un ID family,
house.common.Coleoptera (beetles).Zopheridae (ironclad beetles),1,common,Coleoptera,beetles,Zopheridae,ironclad beetles
house.common.Collembola (springtails),,common,Collembola,springtails,,
house.common.Collembola (springtails).Entomobryidae (slender springtails),43,common,Collembola,springtails,Entomobryidae,slender springtails
house.common.Collembola (springtails).Hypogastruridae (springtails),1,common,Collembola,springtails,Hypogastruridae,springtails
house.common.Collembola (springtails).Sminthuridae (globular springtails),2,common,Collembola,springtails,Sminthuridae,globular springtails
house.common.Collembola (springtails).Tomoceridae (elongate bodied springtails),11,common,Collembola,springtails,Tomoceridae,elongate bodied springtails
house.common.Collembola (springtails).Un ID family,2,common,Collembola,springtails,Un ID family,
house.common.Dermaptera (earwigs),,common,Dermaptera,earwigs,,
house.common.Dermaptera (earwigs).Anisolabididae (earwigs),6,common,Dermaptera,earwigs,Anisolabididae,earwigs
house.common.Dermaptera (earwigs).Forficulidae (earwigs),6,common,Dermaptera,earwigs,Forficulidae,earwigs
house.common.Dermaptera (earwigs).Spongiphoridae (little earwigs),1,common,Dermaptera,earwigs,Spongiphoridae,little earwigs
house.common.Dermaptera (earwigs).Un ID family,2,common,Dermaptera,earwigs,Un ID family,
house.common.Diptera (flies),,common,Diptera,flies,,
house.common.Diptera (flies).Agromyzidae (leaf miner flies),3,common,Diptera,flies,Agromyzidae,leaf miner flies
house.common.Diptera (flies).Anisopodidae (wood gnats),3,common,Diptera,flies,Anisopodidae,wood gnats
house.common.Diptera (flies).Anthocoridae (minute pirate bugs),1,common,Diptera,flies,Anthocoridae,minute pirate bugs
house.common.Diptera (flies).Anthomyiidae (root maggot flies),1,common,Diptera,flies,Anthomyiidae,root maggot flies
house.common.Diptera (flies).Asilidae (robber flies),1,common,Diptera,flies,Asilidae,robber flies
"house.common.Diptera (flies).Bibionidae (march flies, lovebugs)",9,common,Diptera,flies,Bibionidae,"march flies, lovebugs"
house.common.Diptera (flies).Calliphoridae (blow flies),30,common,Diptera,flies,Calliphoridae,blow flies
house.common.Diptera (flies).Carnidae (acalyptrate flies),1,common,Diptera,flies,Carnidae,acalyptrate flies
house.common.Diptera (flies).Cecidomyiidae (gall midges),207,common,Diptera,flies,Cecidomyiidae,gall midges
house.common.Diptera (flies).Ceratopogonidae (biting midges),34,common,Diptera,flies,Ceratopogonidae,biting midges
house.common.Diptera (flies).Chaoboridae (phantom midges),8,common,Diptera,flies,Chaoboridae,phantom midges
house.common.Diptera (flies).Chironomidae (non biting midges),114,common,Diptera,flies,Chironomidae,non biting midges
house.common.Diptera (flies).Chloropidae (frit flies),15,common,Diptera,flies,Chloropidae,frit flies
house.common.Diptera (flies).Chyromyidae (acalyptrate flies),1,common,Diptera,flies,Chyromyidae,acalyptrate flies
house.common.Diptera (flies).Culicidae (mosquitoes),63,common,Diptera,flies,Culicidae,mosquitoes
house.common.Diptera (flies).Dolichopodidae (longlegged flies),20,common,Diptera,flies,Dolichopodidae,longlegged flies
"house.common.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",53,common,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies"
house.common.Diptera (flies).Empididae (dance flies),6,common,Diptera,flies,Empididae,dance flies
house.common.Diptera (flies).Ephydridae (shore flies),7,common,Diptera,flies,Ephydridae,shore flies
house.common.Diptera (flies).Fanniidae (Calyptrate flies),1,common,Diptera,flies,Fanniidae,Calyptrate flies
house.common.Diptera (flies).Hyboxidae (dance flies),1,common,Diptera,flies,Hyboxidae,dance flies
house.common.Diptera (flies).Lauxaniidae (acalyptrate flies),6,common,Diptera,flies,Lauxaniidae,acalyptrate flies
house.common.Diptera (flies).Milichiidae (freeloader flies),4,common,Diptera,flies,Milichiidae,freeloader flies
house.common.Diptera (flies).Muscidae (house flies),19,common,Diptera,flies,Muscidae,house flies
house.common.Diptera (flies).Mycetophilidae (fungus gnats),68,common,Diptera,flies,Mycetophilidae,fungus gnats
house.common.Diptera (flies).Phoridae (scuttle flies),74,common,Diptera,flies,Phoridae,scuttle flies
house.common.Diptera (flies).Pipunculidae (bigheaded flies),1,common,Diptera,flies,Pipunculidae,bigheaded flies
house.common.Diptera (flies).Psychodidae (sand & moth flies),64,common,Diptera,flies,Psychodidae,sand & moth flies
house.common.Diptera (flies).Rhinophoridae (woodlouse flies),3,common,Diptera,flies,Rhinophoridae,woodlouse flies
house.common.Diptera (flies).Sarcophagidae (flesh flies),14,common,Diptera,flies,Sarcophagidae,flesh flies
house.common.Diptera (flies).Scatopsidae (minute black scavenger flies),22,common,Diptera,flies,Scatopsidae,minute black scavenger flies
house.common.Diptera (flies).Scenopinidae (window flies),1,common,Diptera,flies,Scenopinidae,window flies
house.common.Diptera (flies).Sciaridae (dark winged fungus gnats),252,common,Diptera,flies,Sciaridae,dark winged fungus gnats
house.common.Diptera (flies).Sphaeroceridae (lesser dung flies),6,common,Diptera,flies,Sphaeroceridae,lesser dung flies
house.common.Diptera (flies).Stratiomyidae (soldier flies),12,common,Diptera,flies,Stratiomyidae,soldier flies
house.common.Diptera (flies).Syrphidae (hover flies),3,common,Diptera,flies,Syrphidae,hover flies
"house.common.Diptera (flies).Tabanidae (horse flies, deer flies)",4,common,Diptera,flies,Tabanidae,"horse flies, deer flies"
house.common.Diptera (flies).Tachinidae (Tachina flies),6,common,Diptera,flies,Tachinidae,Tachina flies
house.common.Diptera (flies).Tephritidae (fruit flies),3,common,Diptera,flies,Tephritidae,fruit flies
house.common.Diptera (flies).Tipulidae (large crane flies),57,common,Diptera,flies,Tipulidae,large crane flies
house.common.Diptera (flies).Trichoceridae (winter crane flies),7,common,Diptera,flies,Trichoceridae,winter crane flies
house.common.Diptera (flies).Un ID family,7,common,Diptera,flies,Un ID family,
house.common.Diptera (flies).Xylomyidae (wood soldier flies),1,common,Diptera,flies,Xylomyidae,wood soldier flies
house.common.Ephemeroptera (Mayflies),,common,Ephemeroptera,Mayflies,,
house.common.Ephemeroptera (Mayflies).Heptageniidae (flat-headed mayflies),1,common,Ephemeroptera,Mayflies,Heptageniidae,flat-headed mayflies
house.common.Geophilomorpha (soil centipedes),,common,Geophilomorpha,soil centipedes,,
house.common.Geophilomorpha (soil centipedes).Un ID family,4,common,Geophilomorpha,soil centipedes,Un ID family,
house.common.Hemiptera (true bugs),,common,Hemiptera,true bugs,,
house.common.Hemiptera (true bugs).Acanaloniidae (Acanaloniid planthoppers),2,common,Hemiptera,true bugs,Acanaloniidae,Acanaloniid planthoppers
house.common.Hemiptera (true bugs).Alydidae (broad-headed bugs),2,common,Hemiptera,true bugs,Alydidae,broad-headed bugs
house.common.Hemiptera (true bugs).Anthocoridae (minute pirate bugs),17,common,Hemiptera,true bugs,Anthocoridae,minute pirate bugs
house.common.Hemiptera (true bugs).Aphididae (aphids),20,common,Hemiptera,true bugs,Aphididae,aphids
house.common.Hemiptera (true bugs).Berytidae (stilt bugs),1,common,Hemiptera,true bugs,Berytidae,stilt bugs
house.common.Hemiptera (true bugs).Cercopidae (spittlebugs),2,common,Hemiptera,true bugs,Cercopidae,spittlebugs
house.common.Hemiptera (true bugs).Cicadellidae (leafhoppers),68,common,Hemiptera,true bugs,Cicadellidae,leafhoppers
house.common.Hemiptera (true bugs).Cicadidae (cicadas),1,common,Hemiptera,true bugs,Cicadidae,cicadas
house.common.Hemiptera (true bugs).Cimicidae (bed bugs),1,common,Hemiptera,true bugs,Cimicidae,bed bugs
house.common.Hemiptera (true bugs).Cixiidae (cixiid planthoppers),3,common,Hemiptera,true bugs,Cixiidae,cixiid planthoppers
"house.common.Hemiptera (true bugs).Coccoidea (scales, mealybugs)",1,common,Hemiptera,true bugs,Coccoidea,"scales, mealybugs"
house.common.Hemiptera (true bugs).Coreidae (leaf-footed bugs),3,common,Hemiptera,true bugs,Coreidae,leaf-footed bugs
house.common.Hemiptera (true bugs).Cydnidae (burrowing bugs),8,common,Hemiptera,true bugs,Cydnidae,burrowing bugs
house.common.Hemiptera (true bugs).Delphacidae (Delphacid planthoppers),3,common,Hemiptera,true bugs,Delphacidae,Delphacid planthoppers
house.common.Hemiptera (true bugs).Derbidae (derbid planthopppers),1,common,Hemiptera,true bugs,Derbidae,derbid planthopppers
house.common.Hemiptera (true bugs).Dictyopharidae (dictyopharid planthoppers),1,common,Hemiptera,true bugs,Dictyopharidae,dictyopharid planthoppers
house.common.Hemiptera (true bugs).Flatidae (flatid planthoppers),1,common,Hemiptera,true bugs,Flatidae,flatid planthoppers
house.common.Hemiptera (true bugs).Geocoridae (big eyed bugs),1,common,Hemiptera,true bugs,Geocoridae,big eyed bugs
house.common.Hemiptera (true bugs).Lasiochilidae (minute pirate bugs),1,common,Hemiptera,true bugs,Lasiochilidae,minute pirate bugs
house.common.Hemiptera (true bugs).Lygaeidae (seed bugs),4,common,Hemiptera,true bugs,Lygaeidae,seed bugs
house.common.Hemiptera (true bugs).Membracidae (treehoppers),2,common,Hemiptera,true bugs,Membracidae,treehoppers
house.common.Hemiptera (true bugs).Miridae (plant bugs),22,common,Hemiptera,true bugs,Miridae,plant bugs
house.common.Hemiptera (true bugs).Pentatomidae (stink bugs),8,common,Hemiptera,true bugs,Pentatomidae,stink bugs
house.common.Hemiptera (true bugs).Psyllidae (jumping plant lice),3,common,Hemiptera,true bugs,Psyllidae,jumping plant lice
house.common.Hemiptera (true bugs).Reduviidae (assassin bugs),11,common,Hemiptera,true bugs,Reduviidae,assassin bugs
house.common.Hemiptera (true bugs).Rhyparochromidae (dirt colored seed bugs),9,common,Hemiptera,true bugs,Rhyparochromidae,dirt colored seed bugs
house.common.Hemiptera (true bugs).Tingidae (lace bugs),4,common,Hemiptera,true bugs,Tingidae,lace bugs
house.common.Hemiptera (true bugs).Un ID family,8,common,Hemiptera,true bugs,Un ID family,
"house.common.Hymenoptera (bees, wasps, ants)",,common,Hymenoptera,"bees, wasps, ants",,
"house.common.Hymenoptera (bees, wasps, ants).Aphelinidae (chalcid wasp)",2,common,Hymenoptera,"bees, wasps, ants",Aphelinidae,chalcid wasp
"house.common.Hymenoptera (bees, wasps, ants).Apidae (bees)",2,common,Hymenoptera,"bees, wasps, ants",Apidae,bees
"house.common.Hymenoptera (bees, wasps, ants).Bethylidae (cuckoo wasps)",16,common,Hymenoptera,"bees, wasps, ants",Bethylidae,cuckoo wasps
"house.common.Hymenoptera (bees, wasps, ants).Braconidae (parasitoid wasps)",23,common,Hymenoptera,"bees, wasps, ants",Braconidae,parasitoid wasps
"house.common.Hymenoptera (bees, wasps, ants).Ceraphronidae (parasitic wasps)",8,common,Hymenoptera,"bees, wasps, ants",Ceraphronidae,parasitic wasps
"house.common.Hymenoptera (bees, wasps, ants).Chalcididae (Chalcid wasps)",4,common,Hymenoptera,"bees, wasps, ants",Chalcididae,Chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Chrysididae (cuckoo wasps)",2,common,Hymenoptera,"bees, wasps, ants",Chrysididae,cuckoo wasps
"house.common.Hymenoptera (bees, wasps, ants).Cynipidae (gall wasps)",3,common,Hymenoptera,"bees, wasps, ants",Cynipidae,gall wasps
"house.common.Hymenoptera (bees, wasps, ants).Diapriidae (parasitic wasps)",9,common,Hymenoptera,"bees, wasps, ants",Diapriidae,parasitic wasps
"house.common.Hymenoptera (bees, wasps, ants).Encyrtidae (chalcid wasps)",3,common,Hymenoptera,"bees, wasps, ants",Encyrtidae,chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Encyrtidae (Chalcid wasps)",4,common,Hymenoptera,"bees, wasps, ants",Encyrtidae,Chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",43,common,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Eurytomidae (chalcid wasps)",3,common,Hymenoptera,"bees, wasps, ants",Eurytomidae,chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Figitidae (parasitoid wasp)",2,common,Hymenoptera,"bees, wasps, ants",Figitidae,parasitoid wasp
"house.common.Hymenoptera (bees, wasps, ants).Formicidae (ants)",346,common,Hymenoptera,"bees, wasps, ants",Formicidae,ants
"house.common.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",10,common,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps
"house.common.Hymenoptera (bees, wasps, ants).Megaspilidae (megaspilid wasps)",2,common,Hymenoptera,"bees, wasps, ants",Megaspilidae,megaspilid wasps
"house.common.Hymenoptera (bees, wasps, ants).Mutillidae (velvet ants)",2,common,Hymenoptera,"bees, wasps, ants",Mutillidae,velvet ants
"house.common.Hymenoptera (bees, wasps, ants).Mymaridae (fairyflies)",15,common,Hymenoptera,"bees, wasps, ants",Mymaridae,fairyflies
"house.common.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps)",35,common,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps
"house.common.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps) (parasitoid wasps)",1,common,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps
"house.common.Hymenoptera (bees, wasps, ants).Pompilidae (spider wasps)",20,common,Hymenoptera,"bees, wasps, ants",Pompilidae,spider wasps
"house.common.Hymenoptera (bees, wasps, ants).Pteromalidae (Pteromalid wasps)",13,common,Hymenoptera,"bees, wasps, ants",Pteromalidae,Pteromalid wasps
"house.common.Hymenoptera (bees, wasps, ants).Sphecidae (thread-waisted wasps)",7,common,Hymenoptera,"bees, wasps, ants",Sphecidae,thread-waisted wasps
"house.common.Hymenoptera (bees, wasps, ants).Torymidae (chalcid wasps)",2,common,Hymenoptera,"bees, wasps, ants",Torymidae,chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Trichogrammatidae (Chalcid wasps)",1,common,Hymenoptera,"bees, wasps, ants",Trichogrammatidae,Chalcid wasps
"house.common.Hymenoptera (bees, wasps, ants).Un ID family",8,common,Hymenoptera,"bees, wasps, ants",Un ID family,
"house.common.Hymenoptera (bees, wasps, ants).Vespidae (yellowjackets, etc)",8,common,Hymenoptera,"bees, wasps, ants",Vespidae,"yellowjackets, etc"
"house.common.Isopoda (woodlice, pillbugs, roly-poly's)",,common,Isopoda,"woodlice, pillbugs, roly-poly's",,
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",43,common,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Oniscidae (woodlice)",1,common,Isopoda,"woodlice, pillbugs, roly-poly's",Oniscidae,woodlice
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Porcellionidae (woodlice)",10,common,Isopoda,"woodlice, pillbugs, roly-poly's",Porcellionidae,woodlice
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Trachelipodidae (woodlice)",2,common,Isopoda,"woodlice, pillbugs, roly-poly's",Trachelipodidae,woodlice
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Un ID family",9,common,Isopoda,"woodlice, pillbugs, roly-poly's",Un ID family,
house.common.Isoptera (termites),,common,Isoptera,termites,,
house.common.Isoptera (termites).Rhinotermitidae (subterranean termites),13,common,Isoptera,termites,Rhinotermitidae,subterranean termites
house.common.Julida (millipedes),,common,Julida,millipedes,,
house.common.Julida (millipedes).Julidae (millipedes),9,common,Julida,millipedes,Julidae,millipedes
house.common.Julida (millipedes).Un ID family,2,common,Julida,millipedes,Un ID family,
"house.common.Lepidoptera (moths, butterflies)",,common,Lepidoptera,"moths, butterflies",,
"house.common.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",2,common,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths
"house.common.Lepidoptera (moths, butterflies).Lymantriidae (tussock moths)",2,common,Lepidoptera,"moths, butterflies",Lymantriidae,tussock moths
"house.common.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",14,common,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths
"house.common.Lepidoptera (moths, butterflies).Pieridae (white, yellow, sulphur butterflies)",1,common,Lepidoptera,"moths, butterflies",Pieridae,"white, yellow, sulphur butterflies"
"house.common.Lepidoptera (moths, butterflies).Pyralidae (pyralid moths)",34,common,Lepidoptera,"moths, butterflies",Pyralidae,pyralid moths
"house.common.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",24,common,Lepidoptera,"moths, butterflies",Tineidae,clothes moths
"house.common.Lepidoptera (moths, butterflies).Tortricidae (leafroller moths)",4,common,Lepidoptera,"moths, butterflies",Tortricidae,leafroller moths
"house.common.Lepidoptera (moths, butterflies).Un ID family",36,common,Lepidoptera,"moths, butterflies",Un ID family,
"house.common.Lepidoptera (moths, butterflies).Yponomeutidae (Ermine moths)",1,common,Lepidoptera,"moths, butterflies",Yponomeutidae,Ermine moths
house.common.Lithobiomorpha (stone centipedes),,common,Lithobiomorpha,stone centipedes,,
house.common.Lithobiomorpha (stone centipedes).Lithobiidae (stone centipedes),4,common,Lithobiomorpha,stone centipedes,Lithobiidae,stone centipedes
house.common.Lithobiomorpha (stone centipedes).Un ID family,3,common,Lithobiomorpha,stone centipedes,Un ID family,
house.common.Microcoryphia (bristletails),,common,Microcoryphia,bristletails,,
house.common.Microcoryphia (bristletails).Machilidae (jumping bristletails),5,common,Microcoryphia,bristletails,Machilidae,jumping bristletails
house.common.Neuroptera (lacewings),,common,Neuroptera,lacewings,,
house.common.Neuroptera (lacewings).Chrysopidae (green lacewings),12,common,Neuroptera,lacewings,Chrysopidae,green lacewings
house.common.Neuroptera (lacewings).Coniopterygidae (dustywings),4,common,Neuroptera,lacewings,Coniopterygidae,dustywings
house.common.Neuroptera (lacewings).Hemerobiidae (brown lacewings),7,common,Neuroptera,lacewings,Hemerobiidae,brown lacewings
house.common.Neuroptera (lacewings).Myrmeleontidae (ant lions),1,common,Neuroptera,lacewings,Myrmeleontidae,ant lions
house.common.Odonata (dragonflies and damselflies),,common,Odonata,dragonflies and damselflies,,
house.common.Odonata (dragonflies and damselflies).Coenagrionidae (narrow-winged damselflies),1,common,Odonata,dragonflies and damselflies,Coenagrionidae,narrow-winged damselflies
house.common.Opiliones (harvestmen),,common,Opiliones,harvestmen,,
house.common.Opiliones (harvestmen).Un ID family,7,common,Opiliones,harvestmen,Un ID family,
"house.common.Orthoptera (grasshoppers, etc)",,common,Orthoptera,"grasshoppers, etc",,
"house.common.Orthoptera (grasshoppers, etc).Acrididae (short horned grasshoppers)",2,common,Orthoptera,"grasshoppers, etc",Acrididae,short horned grasshoppers
"house.common.Orthoptera (grasshoppers, etc).Gryllidae (crickets)",8,common,Orthoptera,"grasshoppers, etc",Gryllidae,crickets
"house.common.Orthoptera (grasshoppers, etc).Mogoplistidae (scaly crickets)",4,common,Orthoptera,"grasshoppers, etc",Mogoplistidae,scaly crickets
"house.common.Orthoptera (grasshoppers, etc).Myrmecophilidae (ant crickets)",2,common,Orthoptera,"grasshoppers, etc",Myrmecophilidae,ant crickets
"house.common.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",25,common,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets
"house.common.Orthoptera (grasshoppers, etc).Tettigoniidae (katydids)",1,common,Orthoptera,"grasshoppers, etc",Tettigoniidae,katydids
house.common.Plecoptera (stoneflies),,common,Plecoptera,stoneflies,,
house.common.Plecoptera (stoneflies).Leuctridae (rolled-winged stoneflies),1,common,Plecoptera,stoneflies,Leuctridae,rolled-winged stoneflies
house.common.Plecoptera (stoneflies).Un ID family,1,common,Plecoptera,stoneflies,Un ID family,
house.common.Polydesmida (flat-backed millipedes),,common,Polydesmida,flat-backed millipedes,,
house.common.Polydesmida (flat-backed millipedes).Paradoxosomatidae (millipedes),26,common,Polydesmida,flat-backed millipedes,Paradoxosomatidae,millipedes
house.common.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),9,common,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes
house.common.Polydesmida (flat-backed millipedes).Un ID family,4,common,Polydesmida,flat-backed millipedes,Un ID family,
house.common.Pseudoscorpiones (pseudoscorpions),,common,Pseudoscorpiones,pseudoscorpions,,
house.common.Pseudoscorpiones (pseudoscorpions).Chernetidae (pseudoscorpions),1,common,Pseudoscorpiones,pseudoscorpions,Chernetidae,pseudoscorpions
house.common.Pseudoscorpiones (pseudoscorpions).Chthoniidae (pseudoscorpions),1,common,Pseudoscorpiones,pseudoscorpions,Chthoniidae,pseudoscorpions
house.common.Pseudoscorpiones (pseudoscorpions).Un ID family,9,common,Pseudoscorpiones,pseudoscorpions,Un ID family,
"house.common.Psocodea (barklice, booklice, parasitic lice)",,common,Psocodea,"barklice, booklice, parasitic lice",,
"house.common.Psocodea (barklice, booklice, parasitic lice).Amphipsocidae (hairy-winged barklice)",1,common,Psocodea,"barklice, booklice, parasitic lice",Amphipsocidae,hairy-winged barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Caeciliusidae (lizard barklice)",1,common,Psocodea,"barklice, booklice, parasitic lice",Caeciliusidae,lizard barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Ectopsocidae (outer barklice)",5,common,Psocodea,"barklice, booklice, parasitic lice",Ectopsocidae,outer barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Lepidopsocidae (scaly winged barklice)",13,common,Psocodea,"barklice, booklice, parasitic lice",Lepidopsocidae,scaly winged barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",59,common,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Psoquillidae (bird nest barklice)",1,common,Psocodea,"barklice, booklice, parasitic lice",Psoquillidae,bird nest barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Stenopsocidae (narrow barklice)",1,common,Psocodea,"barklice, booklice, parasitic lice",Stenopsocidae,narrow barklice
"house.common.Psocodea (barklice, booklice, parasitic lice).Un ID family",34,common,Psocodea,"barklice, booklice, parasitic lice",Un ID family,
house.common.Scolopendromorpha (tropical centipedes),,common,Scolopendromorpha,tropical centipedes,,
house.common.Scolopendromorpha (tropical centipedes).Scolopendridae (tropical centipedes),5,common,Scolopendromorpha,tropical centipedes,Scolopendridae,tropical centipedes
house.common.Scutigeromorpha (house centipedes),,common,Scutigeromorpha,house centipedes,,
house.common.Scutigeromorpha (house centipedes).Scutigeridae (house centipedes),10,common,Scutigeromorpha,house centipedes,Scutigeridae,house centipedes
house.common.Scutigeromorpha (house centipedes).Un ID family,1,common,Scutigeromorpha,house centipedes,Un ID family,
house.common.Siphonaptera (fleas),,common,Siphonaptera,fleas,,
house.common.Siphonaptera (fleas).Pulicidae (fleas),1,common,Siphonaptera,fleas,Pulicidae,fleas
house.common.Spirobolida (round-backed millipedes),,common,Spirobolida,round-backed millipedes,,
house.common.Spirobolida (round-backed millipedes).Spirobolidae (round-backed millipedes),2,common,Spirobolida,round-backed millipedes,Spirobolidae,round-backed millipedes
house.common.Spirobolida (round-backed millipedes).Un ID family,2,common,Spirobolida,round-backed millipedes,Un ID family,
house.common.Thysanoptera (thrips),,common,Thysanoptera,thrips,,
house.common.Thysanoptera (thrips).Phlaeothripidae (tube tailed thrips),6,common,Thysanoptera,thrips,Phlaeothripidae,tube tailed thrips
house.common.Thysanoptera (thrips).Thripidae (thrips),17,common,Thysanoptera,thrips,Thripidae,thrips
house.common.Thysanoptera (thrips).Un ID family,7,common,Thysanoptera,thrips,Un ID family,
house.common.Trichoptera (caddisflies),,common,Trichoptera,caddisflies,,
house.common.Trichoptera (caddisflies).Hydropsychidae (netspinning caddisflies),3,common,Trichoptera,caddisflies,Hydropsychidae,netspinning caddisflies
house.common.Un ID order,,common,Un ID order,,,
