id,room,order,order_common,family,family_common,value,absent,room_total,order_room_total
house.common.Coleoptera (beetles).Laemophloeidae (lined flat bark beetles),common,Coleoptera,beetles,Laemophloeidae,lined flat bark beetles,1,96,97,89
house.common.Coleoptera (beetles).Lampyridae (fireflies),common,Coleoptera,beetles,Lampyridae,fireflies,6,91,97,89
house.common.Coleoptera (beetles).Latridiidae (minute brown scavenger beetles),common,Coleoptera,beetles,Latridiidae,minute brown scavenger beetles,16,81,97,89
house.common.Coleoptera (beetles).Leiodidae (round fungus beetles),common,Coleoptera,beetles,Leiodidae,round fungus beetles,3,94,97,89
house.common.Coleoptera (beetles).Lucanidae (stag beetles),common,Coleoptera,beetles,Lucanidae,stag beetles,1,96,97,89
house.common.Coleoptera (beetles).Melandryidae (false darkling beetles),common,Coleoptera,beetles,Melandryidae,false darkling beetles,1,96,97,89
house.common.Coleoptera (beetles).Melyridae (soft winged flower beetles),common,Coleoptera,beetles,Melyridae,soft winged flower beetles,5,92,97,89
house.common.Coleoptera (beetles).Micromalthidae (telephone pole beetle),common,Coleoptera,beetles,Micromalthidae,telephone pole beetle,1,96,97,89
house.common.Coleoptera (beetles).Monotomidae (root-eating beetles),common,Coleoptera,beetles,Monotomidae,root-eating beetles,1,96,97,89
house.common.Coleoptera (beetles).Mordellidae (tumbling flower beetles),common,Coleoptera,beetles,Mordellidae,tumbling flower beetles,8,89,97,89
house.common.Coleoptera (beetles).Mycetophagidae (hairy fungus beetles),common,Coleoptera,beetles,Mycetophagidae,hairy fungus beetles,4,93,97,89
house.common.Coleoptera (beetles).Nitidulidae (sap beetles),common,Coleoptera,beetles,Nitidulidae,sap beetles,10,87,97,89
house.common.Coleoptera (beetles).Phalacridae (shining flower beetles),common,Coleoptera,beetles,Phalacridae,shining flower beetles,5,92,97,89
house.common.Coleoptera (beetles).Ptiliidae (featherwing beetles),common,Coleoptera,beetles,Ptiliidae,featherwing beetles,2,95,97,89
house.common.Coleoptera (beetles).Ptilodactylidae (toe winged beetles),common,Coleoptera,beetles,Ptilodactylidae,toe winged beetles,9,88,97,89
house.common.Coleoptera (beetles).Scarabaeidae (scarab beetles),common,Coleoptera,beetles,Scarabaeidae,scarab beetles,20,77,97,89
house.common.Coleoptera (beetles).Scraptiidae (false flower beetles),common,Coleoptera,beetles,Scraptiidae,false flower beetles,6,91,97,89
house.common.Coleoptera (beetles).Scydmaenidae (ant like stone beetles),common,Coleoptera,beetles,Scydmaenidae,ant like stone beetles,1,96,97,89
house.common.Coleoptera (beetles).Silvanidae (flat bark beetles),common,Coleoptera,beetles,Silvanidae,flat bark beetles,17,80,97,89
house.common.Coleoptera (beetles).Staphylinidae (rove beetles),common,Coleoptera,beetles,Staphylinidae,rove beetles,17,80,97,89
house.common.Coleoptera (beetles).Tenebrionidae (darkling beetles),common,Coleoptera,beetles,Tenebrionidae,darkling beetles,24,73,97,89
house.common.Coleoptera (beetles).Throscidae (false metallic wood boring beetles),common,Coleoptera,beetles,Throscidae,false metallic wood boring beetles,9,88,97,89
house.common.Coleoptera (beetles).Trogidae (hide beetles),common,Coleoptera,beetles,Trogidae,hide beetles,1,96,97,89
house.common.Coleoptera (beetles).Trogossitidae (bark gnawing beetles),common,Coleoptera,beetles,Trogossitidae,bark gnawing beetles,6,91,97,89
house.common.Coleoptera (beetles).Un ID family,common,Coleoptera,beetles,Un ID family,,8,89,97,89
house.common.Coleoptera (beetles).Zopheridae (ironclad beetles),common,Coleoptera,beetles,Zopheridae,ironclad beetles,1,96,97,89
house.common.Collembola (springtails).Entomobryidae (slender springtails),common,Collembola,springtails,Entomobryidae,slender springtails,28,69,97,36
house.common.Collembola (springtails).Hypogastruridae (springtails),common,Collembola,springtails,Hypogastruridae,springtails,1,96,97,36
house.common.Collembola (springtails).Sminthuridae (globular springtails),common,Collembola,springtails,Sminthuridae,globular springtails,2,95,97,36
house.common.Collembola (springtails).Tomoceridae (elongate bodied springtails),common,Collembola,springtails,Tomoceridae,elongate bodied springtails,9,88,97,36
house.common.Collembola (springtails).Un ID family,common,Collembola,springtails,Un ID family,,2,95,97,36
house.common.Dermaptera (earwigs).Anisolabididae (earwigs),common,Dermaptera,earwigs,Anisolabididae,earwigs,6,91,97,14
house.common.Dermaptera (earwigs).Forficulidae (earwigs),common,Dermaptera,earwigs,Forficulidae,earwigs,6,91,97,14
house.common.Dermaptera (earwigs).Spongiphoridae (little earwigs),common,Dermaptera,earwigs,Spongiphoridae,little earwigs,1,96,97,14
house.common.Dermaptera (earwigs).Un ID family,common,Dermaptera,earwigs,Un ID family,,2,95,97,14
house.common.Diptera (flies).Agromyzidae (leaf miner flies),common,Diptera,flies,Agromyzidae,leaf miner flies,3,94,97,83
house.common.Diptera (flies).Anisopodidae (wood gnats),common,Diptera,flies,Anisopodidae,wood gnats,3,94,97,83
house.common.Diptera (flies).Anthocoridae (minute pirate bugs),common,Diptera,flies,Anthocoridae,minute pirate bugs,1,96,97,83
house.common.Diptera (flies).Anthomyiidae (root maggot flies),common,Diptera,flies,Anthomyiidae,root maggot flies,1,96,97,83
house.common.Diptera (flies).Asilidae (robber flies),common,Diptera,flies,Asilidae,robber flies,1,96,97,83
"house.common.Diptera (flies).Bibionidae (march flies, lovebugs)",common,Diptera,flies,Bibionidae,"march flies, lovebugs",7,90,97,83
house.common.Diptera (flies).Calliphoridae (blow flies),common,Diptera,flies,Calliphoridae,blow flies,23,74,97,83
house.common.Diptera (flies).Carnidae (acalyptrate flies),common,Diptera,flies,Carnidae,acalyptrate flies,1,96,97,83
house.common.Diptera (flies).Cecidomyiidae (gall midges),common,Diptera,flies,Cecidomyiidae,gall midges,62,35,97,83
house.common.Diptera (flies).Ceratopogonidae (biting midges),common,Diptera,flies,Ceratopogonidae,biting midges,18,79,97,83
house.common.Diptera (flies).Chaoboridae (phantom midges),common,Diptera,flies,Chaoboridae,phantom midges,8,89,97,83
house.common.Diptera (flies).Chironomidae (non biting midges),common,Diptera,flies,Chironomidae,non biting midges,41,56,97,83
house.common.Diptera (flies).Chloropidae (frit flies),common,Diptera,flies,Chloropidae,frit flies,10,87,97,83
house.common.Diptera (flies).Chyromyidae (acalyptrate flies),common,Diptera,flies,Chyromyidae,acalyptrate flies,1,96,97,83
house.common.Diptera (flies).Culicidae (mosquitoes),common,Diptera,flies,Culicidae,mosquitoes,40,57,97,83
house.common.Diptera (flies).Dolichopodidae (longlegged flies),common,Diptera,flies,Dolichopodidae,longlegged flies,12,85,97,83
"house.common.Diptera (flies).Drosophilidae (fruit flies, vinegar flies)",common,Diptera,flies,Drosophilidae,"fruit flies, vinegar flies",29,68,97,83
house.common.Diptera (flies).Empididae (dance flies),common,Diptera,flies,Empididae,dance flies,6,91,97,83
house.common.Diptera (flies).Ephydridae (shore flies),common,Diptera,flies,Ephydridae,shore flies,6,91,97,83
house.common.Diptera (flies).Fanniidae (Calyptrate flies),common,Diptera,flies,Fanniidae,Calyptrate flies,1,96,97,83
house.common.Diptera (flies).Hyboxidae (dance flies),common,Diptera,flies,Hyboxidae,dance flies,1,96,97,83
house.common.Diptera (flies).Lauxaniidae (acalyptrate flies),common,Diptera,flies,Lauxaniidae,acalyptrate flies,6,91,97,83
house.common.Diptera (flies).Milichiidae (freeloader flies),common,Diptera,flies,Milichiidae,freeloader flies,4,93,97,83
house.common.Diptera (flies).Muscidae (house flies),common,Diptera,flies,Muscidae,house flies,16,81,97,83
house.common.Diptera (flies).Mycetophilidae (fungus gnats),common,Diptera,flies,Mycetophilidae,fungus gnats,36,61,97,83
house.common.Diptera (flies).Phoridae (scuttle flies),common,Diptera,flies,Phoridae,scuttle flies,38,59,97,83
house.common.Diptera (flies).Pipunculidae (bigheaded flies),common,Diptera,flies,Pipunculidae,bigheaded flies,1,96,97,83
house.common.Diptera (flies).Psychodidae (sand & moth flies),common,Diptera,flies,Psychodidae,sand & moth flies,40,57,97,83
house.common.Diptera (flies).Rhinophoridae (woodlouse flies),common,Diptera,flies,Rhinophoridae,woodlouse flies,3,94,97,83
house.common.Diptera (flies).Sarcophagidae (flesh flies),common,Diptera,flies,Sarcophagidae,flesh flies,12,85,97,83
house.common.Diptera (flies).Scatopsidae (minute black scavenger flies),common,Diptera,flies,Scatopsidae,minute black scavenger flies,16,81,97,83
house.common.Diptera (flies).Scenopinidae (window flies),common,Diptera,flies,Scenopinidae,window flies,1,96,97,83
house.common.Diptera (flies).Sciaridae (dark winged fungus gnats),common,Diptera,flies,Sciaridae,dark winged fungus gnats,63,34,97,83
house.common.Diptera (flies).Sphaeroceridae (lesser dung flies),common,Diptera,flies,Sphaeroceridae,lesser dung flies,5,92,97,83
house.common.Diptera (flies).Stratiomyidae (soldier flies),common,Diptera,flies,Stratiomyidae,soldier flies,8,89,97,83
house.common.Diptera (flies).Syrphidae (hover flies),common,Diptera,flies,Syrphidae,hover flies,2,95,97,83
"house.common.Diptera (flies).Tabanidae (horse flies, deer flies)",common,Diptera,flies,Tabanidae,"horse flies, deer flies",3,94,97,83
house.common.Diptera (flies).Tachinidae (Tachina flies),common,Diptera,flies,Tachinidae,Tachina flies,5,92,97,83
house.common.Diptera (flies).Tephritidae (fruit flies),common,Diptera,flies,Tephritidae,fruit flies,3,94,97,83
house.common.Diptera (flies).Tipulidae (large crane flies),common,Diptera,flies,Tipulidae,large crane flies,31,66,97,83
house.common.Diptera (flies).Trichoceridae (winter crane flies),common,Diptera,flies,Trichoceridae,winter crane flies,6,91,97,83
house.common.Diptera (flies).Un ID family,common,Diptera,flies,Un ID family,,6,91,97,83
house.common.Diptera (flies).Xylomyidae (wood soldier flies),common,Diptera,flies,Xylomyidae,wood soldier flies,1,96,97,83
house.common.Ephemeroptera (Mayflies).Heptageniidae (flat-headed mayflies),common,Ephemeroptera,Mayflies,Heptageniidae,flat-headed mayflies,1,96,97,1
house.common.Geophilomorpha (soil centipedes).Un ID family,common,Geophilomorpha,soil centipedes,Un ID family,,4,93,97,4
house.common.Hemiptera (true bugs).Acanaloniidae (Acanaloniid planthoppers),common,Hemiptera,true bugs,Acanaloniidae,Acanaloniid planthoppers,2,95,97,66
house.common.Hemiptera (true bugs).Alydidae (broad-headed bugs),common,Hemiptera,true bugs,Alydidae,broad-headed bugs,2,95,97,66
house.common.Hemiptera (true bugs).Anthocoridae (minute pirate bugs),common,Hemiptera,true bugs,Anthocoridae,minute pirate bugs,16,81,97,66
house.common.Hemiptera (true bugs).Aphididae (aphids),common,Hemiptera,true bugs,Aphididae,aphids,15,82,97,66
house.common.Hemiptera (true bugs).Berytidae (stilt bugs),common,Hemiptera,true bugs,Berytidae,stilt bugs,1,96,97,66
house.common.Hemiptera (true bugs).Cercopidae (spittlebugs),common,Hemiptera,true bugs,Cercopidae,spittlebugs,2,95,97,66
house.common.Hemiptera (true bugs).Cicadellidae (leafhoppers),common,Hemiptera,true bugs,Cicadellidae,leafhoppers,36,61,97,66
house.common.Hemiptera (true bugs).Cicadidae (cicadas),common,Hemiptera,true bugs,Cicadidae,cicadas,1,96,97,66
house.common.Hemiptera (true bugs).Cimicidae (bed bugs),common,Hemiptera,true bugs,Cimicidae,bed bugs,1,96,97,66
house.common.Hemiptera (true bugs).Cixiidae (cixiid planthoppers),common,Hemiptera,true bugs,Cixiidae,cixiid planthoppers,3,94,97,66
"house.common.Hemiptera (true bugs).Coccoidea (scales, mealybugs)",common,Hemiptera,true bugs,Coccoidea,"scales, mealybugs",1,96,97,66
house.common.Hemiptera (true bugs).Coreidae (leaf-footed bugs),common,Hemiptera,true bugs,Coreidae,leaf-footed bugs,3,94,97,66
house.common.Hemiptera (true bugs).Cydnidae (burrowing bugs),common,Hemiptera,true bugs,Cydnidae,burrowing bugs,8,89,97,66
house.common.Hemiptera (true bugs).Delphacidae (Delphacid planthoppers),common,Hemiptera,true bugs,Delphacidae,Delphacid planthoppers,3,94,97,66
house.common.Hemiptera (true bugs).Derbidae (derbid planthopppers),common,Hemiptera,true bugs,Derbidae,derbid planthopppers,1,96,97,66
house.common.Hemiptera (true bugs).Dictyopharidae (dictyopharid planthoppers),common,Hemiptera,true bugs,Dictyopharidae,dictyopharid planthoppers,1,96,97,66
house.common.Hemiptera (true bugs).Flatidae (flatid planthoppers),common,Hemiptera,true bugs,Flatidae,flatid planthoppers,1,96,97,66
house.common.Hemiptera (true bugs).Geocoridae (big eyed bugs),common,Hemiptera,true bugs,Geocoridae,big eyed bugs,1,96,97,66
house.common.Hemiptera (true bugs).Lasiochilidae (minute pirate bugs),common,Hemiptera,true bugs,Lasiochilidae,minute pirate bugs,1,96,97,66
house.common.Hemiptera (true bugs).Lygaeidae (seed bugs),common,Hemiptera,true bugs,Lygaeidae,seed bugs,4,93,97,66
house.common.Hemiptera (true bugs).Membracidae (treehoppers),common,Hemiptera,true bugs,Membracidae,treehoppers,1,96,97,66
house.common.Hemiptera (true bugs).Miridae (plant bugs),common,Hemiptera,true bugs,Miridae,plant bugs,19,78,97,66
house.common.Hemiptera (true bugs).Pentatomidae (stink bugs),common,Hemiptera,true bugs,Pentatomidae,stink bugs,5,92,97,66
house.common.Hemiptera (true bugs).Psyllidae (jumping plant lice),common,Hemiptera,true bugs,Psyllidae,jumping plant lice,3,94,97,66
house.common.Hemiptera (true bugs).Reduviidae (assassin bugs),common,Hemiptera,true bugs,Reduviidae,assassin bugs,11,86,97,66
house.common.Hemiptera (true bugs).Rhyparochromidae (dirt colored seed bugs),common,Hemiptera,true bugs,Rhyparochromidae,dirt colored seed bugs,9,88,97,66
house.common.Hemiptera (true bugs).Tingidae (lace bugs),common,Hemiptera,true bugs,Tingidae,lace bugs,4,93,97,66
house.common.Hemiptera (true bugs).Un ID family,common,Hemiptera,true bugs,Un ID family,,8,89,97,66
"house.common.Hymenoptera (bees, wasps, ants).Aphelinidae (chalcid wasp)",common,Hymenoptera,"bees, wasps, ants",Aphelinidae,chalcid wasp,2,95,97,83
"house.common.Hymenoptera (bees, wasps, ants).Apidae (bees)",common,Hymenoptera,"bees, wasps, ants",Apidae,bees,1,96,97,83
"house.common.Hymenoptera (bees, wasps, ants).Bethylidae (cuckoo wasps)",common,Hymenoptera,"bees, wasps, ants",Bethylidae,cuckoo wasps,14,83,97,83
"house.common.Hymenoptera (bees, wasps, ants).Braconidae (parasitoid wasps)",common,Hymenoptera,"bees, wasps, ants",Braconidae,parasitoid wasps,19,78,97,83
"house.common.Hymenoptera (bees, wasps, ants).Ceraphronidae (parasitic wasps)",common,Hymenoptera,"bees, wasps, ants",Ceraphronidae,parasitic wasps,7,90,97,83
"house.common.Hymenoptera (bees, wasps, ants).Chalcididae (Chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Chalcididae,Chalcid wasps,4,93,97,83
"house.common.Hymenoptera (bees, wasps, ants).Chrysididae (cuckoo wasps)",common,Hymenoptera,"bees, wasps, ants",Chrysididae,cuckoo wasps,1,96,97,83
"house.common.Hymenoptera (bees, wasps, ants).Cynipidae (gall wasps)",common,Hymenoptera,"bees, wasps, ants",Cynipidae,gall wasps,3,94,97,83
"house.common.Hymenoptera (bees, wasps, ants).Diapriidae (parasitic wasps)",common,Hymenoptera,"bees, wasps, ants",Diapriidae,parasitic wasps,8,89,97,83
"house.common.Hymenoptera (bees, wasps, ants).Encyrtidae (chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Encyrtidae,chalcid wasps,3,94,97,83
"house.common.Hymenoptera (bees, wasps, ants).Encyrtidae (Chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Encyrtidae,Chalcid wasps,4,93,97,83
"house.common.Hymenoptera (bees, wasps, ants).Eulophidae (chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Eulophidae,chalcid wasps,30,67,97,83
"house.common.Hymenoptera (bees, wasps, ants).Eurytomidae (chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Eurytomidae,chalcid wasps,3,94,97,83
"house.common.Hymenoptera (bees, wasps, ants).Figitidae (parasitoid wasp)",common,Hymenoptera,"bees, wasps, ants",Figitidae,parasitoid wasp,2,95,97,83
"house.common.Hymenoptera (bees, wasps, ants).Formicidae (ants)",common,Hymenoptera,"bees, wasps, ants",Formicidae,ants,79,18,97,83
"house.common.Hymenoptera (bees, wasps, ants).Ichneumonidae (scorpion wasps)",common,Hymenoptera,"bees, wasps, ants",Ichneumonidae,scorpion wasps,9,88,97,83
"house.common.Hymenoptera (bees, wasps, ants).Megaspilidae (megaspilid wasps)",common,Hymenoptera,"bees, wasps, ants",Megaspilidae,megaspilid wasps,2,95,97,83
"house.common.Hymenoptera (bees, wasps, ants).Mutillidae (velvet ants)",common,Hymenoptera,"bees, wasps, ants",Mutillidae,velvet ants,2,95,97,83
"house.common.Hymenoptera (bees, wasps, ants).Mymaridae (fairyflies)",common,Hymenoptera,"bees, wasps, ants",Mymaridae,fairyflies,11,86,97,83
"house.common.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps)",common,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps,27,70,97,83
"house.common.Hymenoptera (bees, wasps, ants).Platygastridae (parasitic wasps) (parasitoid wasps)",common,Hymenoptera,"bees, wasps, ants",Platygastridae,parasitic wasps,1,96,97,83
"house.common.Hymenoptera (bees, wasps, ants).Pompilidae (spider wasps)",common,Hymenoptera,"bees, wasps, ants",Pompilidae,spider wasps,17,80,97,83
"house.common.Hymenoptera (bees, wasps, ants).Pteromalidae (Pteromalid wasps)",common,Hymenoptera,"bees, wasps, ants",Pteromalidae,Pteromalid wasps,10,87,97,83
"house.common.Hymenoptera (bees, wasps, ants).Sphecidae (thread-waisted wasps)",common,Hymenoptera,"bees, wasps, ants",Sphecidae,thread-waisted wasps,6,91,97,83
"house.common.Hymenoptera (bees, wasps, ants).Torymidae (chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Torymidae,chalcid wasps,2,95,97,83
"house.common.Hymenoptera (bees, wasps, ants).Trichogrammatidae (Chalcid wasps)",common,Hymenoptera,"bees, wasps, ants",Trichogrammatidae,Chalcid wasps,1,96,97,83
"house.common.Hymenoptera (bees, wasps, ants).Un ID family",common,Hymenoptera,"bees, wasps, ants",Un ID family,,7,90,97,83
"house.common.Hymenoptera (bees, wasps, ants).Vespidae (yellowjackets, etc)",common,Hymenoptera,"bees, wasps, ants",Vespidae,"yellowjackets, etc",3,94,97,83
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Armadillidiidae (pillbugs)",common,Isopoda,"woodlice, pillbugs, roly-poly's",Armadillidiidae,pillbugs,32,65,97,33
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Oniscidae (woodlice)",common,Isopoda,"woodlice, pillbugs, roly-poly's",Oniscidae,woodlice,1,96,97,33
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Porcellionidae (woodlice)",common,Isopoda,"woodlice, pillbugs, roly-poly's",Porcellionidae,woodlice,5,92,97,33
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Trachelipodidae (woodlice)",common,Isopoda,"woodlice, pillbugs, roly-poly's",Trachelipodidae,woodlice,2,95,97,33
"house.common.Isopoda (woodlice, pillbugs, roly-poly's).Un ID family",common,Isopoda,"woodlice, pillbugs, roly-poly's",Un ID family,,8,89,97,33
house.common.Isoptera (termites).Rhinotermitidae (subterranean termites),common,Isoptera,termites,Rhinotermitidae,subterranean termites,12,85,97,12
house.common.Julida (millipedes).Julidae (millipedes),common,Julida,millipedes,Julidae,millipedes,8,89,97,9
house.common.Julida (millipedes).Un ID family,common,Julida,millipedes,Un ID family,,1,96,97,9
"house.common.Lepidoptera (moths, butterflies).Geometridae (geometrid moths)",common,Lepidoptera,"moths, butterflies",Geometridae,geometrid moths,2,95,97,55
"house.common.Lepidoptera (moths, butterflies).Lymantriidae (tussock moths)",common,Lepidoptera,"moths, butterflies",Lymantriidae,tussock moths,2,95,97,55
"house.common.Lepidoptera (moths, butterflies).Noctuidae (owlet moths)",common,Lepidoptera,"moths, butterflies",Noctuidae,owlet moths,12,85,97,55
"house.common.Lepidoptera (moths, butterflies).Pieridae (white, yellow, sulphur butterflies)",common,Lepidoptera,"moths, butterflies",Pieridae,"white, yellow, sulphur butterflies",1,96,97,55
"house.common.Lepidoptera (moths, butterflies).Pyralidae (pyralid moths)",common,Lepidoptera,"moths, butterflies",Pyralidae,pyralid moths,21,76,97,55
"house.common.Lepidoptera (moths, butterflies).Tineidae (clothes moths)",common,Lepidoptera,"moths, butterflies",Tineidae,clothes moths,19,78,97,55
"house.common.Lepidoptera (moths, butterflies).Tortricidae (leafroller moths)",common,Lepidoptera,"moths, butterflies",Tortricidae,leafroller moths,4,93,97,55
"house.common.Lepidoptera (moths, butterflies).Un ID family",common,Lepidoptera,"moths, butterflies",Un ID family,,22,75,97,55
"house.common.Lepidoptera (moths, butterflies).Yponomeutidae (Ermine moths)",common,Lepidoptera,"moths, butterflies",Yponomeutidae,Ermine moths,1,96,97,55
house.common.Lithobiomorpha (stone centipedes).Lithobiidae (stone centipedes),common,Lithobiomorpha,stone centipedes,Lithobiidae,stone centipedes,2,95,97,5
house.common.Lithobiomorpha (stone centipedes).Un ID family,common,Lithobiomorpha,stone centipedes,Un ID family,,3,94,97,5
house.common.Microcoryphia (bristletails).Machilidae (jumping bristletails),common,Microcoryphia,bristletails,Machilidae,jumping bristletails,5,92,97,5
house.common.Neuroptera (lacewings).Chrysopidae (green lacewings),common,Neuroptera,lacewings,Chrysopidae,green lacewings,11,86,97,20
house.common.Neuroptera (lacewings).Coniopterygidae (dustywings),common,Neuroptera,lacewings,Coniopterygidae,dustywings,4,93,97,20
house.common.Neuroptera (lacewings).Hemerobiidae (brown lacewings),common,Neuroptera,lacewings,Hemerobiidae,brown lacewings,7,90,97,20
house.common.Neuroptera (lacewings).Myrmeleontidae (ant lions),common,Neuroptera,lacewings,Myrmeleontidae,ant lions,1,96,97,20
house.common.Odonata (dragonflies and damselflies).Coenagrionidae (narrow-winged damselflies),common,Odonata,dragonflies and damselflies,Coenagrionidae,narrow-winged damselflies,1,96,97,1
house.common.Opiliones (harvestmen).Un ID family,common,Opiliones,harvestmen,Un ID family,,5,92,97,5
"house.common.Orthoptera (grasshoppers, etc).Acrididae (short horned grasshoppers)",common,Orthoptera,"grasshoppers, etc",Acrididae,short horned grasshoppers,2,95,97,29
"house.common.Orthoptera (grasshoppers, etc).Gryllidae (crickets)",common,Orthoptera,"grasshoppers, etc",Gryllidae,crickets,8,89,97,29
"house.common.Orthoptera (grasshoppers, etc).Mogoplistidae (scaly crickets)",common,Orthoptera,"grasshoppers, etc",Mogoplistidae,scaly crickets,4,93,97,29
"house.common.Orthoptera (grasshoppers, etc).Myrmecophilidae (ant crickets)",common,Orthoptera,"grasshoppers, etc",Myrmecophilidae,ant crickets,2,95,97,29
"house.common.Orthoptera (grasshoppers, etc).Rhaphidophoridae (camel crickets)",common,Orthoptera,"grasshoppers, etc",Rhaphidophoridae,camel crickets,19,78,97,29
"house.common.Orthoptera (grasshoppers, etc).Tettigoniidae (katydids)",common,Orthoptera,"grasshoppers, etc",Tettigoniidae,katydids,1,96,97,29
house.common.Plecoptera (stoneflies).Leuctridae (rolled-winged stoneflies),common,Plecoptera,stoneflies,Leuctridae,rolled-winged stoneflies,1,96,97,2
house.common.Plecoptera (stoneflies).Un ID family,common,Plecoptera,stoneflies,Un ID family,,1,96,97,2
house.common.Polydesmida (flat-backed millipedes).Paradoxosomatidae (millipedes),common,Polydesmida,flat-backed millipedes,Paradoxosomatidae,millipedes,22,75,97,29
house.common.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),common,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes,8,89,97,29
house.common.Polydesmida (flat-backed millipedes).Un ID family,common,Polydesmida,flat-backed millipedes,Un ID family,,3,94,97,29
house.common.Pseudoscorpiones (pseudoscorpions).Chernetidae (pseudoscorpions),common,Pseudoscorpiones,pseudoscorpions,Chernetidae,pseudoscorpions,1,96,97,10
house.common.Pseudoscorpiones (pseudoscorpions).Chthoniidae (pseudoscorpions),common,Pseudoscorpiones,pseudoscorpions,Chthoniidae,pseudoscorpions,1,96,97,10
house.common.Pseudoscorpiones (pseudoscorpions).Un ID family,common,Pseudoscorpiones,pseudoscorpions,Un ID family,,8,89,97,10
"house.common.Psocodea (barklice, booklice, parasitic lice).Amphipsocidae (hairy-winged barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Amphipsocidae,hairy-winged barklice,1,96,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Caeciliusidae (lizard barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Caeciliusidae,lizard barklice,1,96,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Ectopsocidae (outer barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Ectopsocidae,outer barklice,5,92,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Lepidopsocidae (scaly winged barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Lepidopsocidae,scaly winged barklice,13,84,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",common,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice,51,46,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Psoquillidae (bird nest barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Psoquillidae,bird nest barklice,1,96,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Stenopsocidae (narrow barklice)",common,Psocodea,"barklice, booklice, parasitic lice",Stenopsocidae,narrow barklice,1,96,97,59
"house.common.Psocodea (barklice, booklice, parasitic lice).Un ID family",common,Psocodea,"barklice, booklice, parasitic lice",Un ID family,,24,73,97,59
house.common.Scolopendromorpha (tropical centipedes).Scolopendridae (tropical centipedes),common,Scolopendromorpha,tropical centipedes,Scolopendridae,tropical centipedes,5,92,97,5
house.common.Scutigeromorpha (house centipedes).Scutigeridae (house centipedes),common,Scutigeromorpha,house centipedes,Scutigeridae,house centipedes,9,88,97,10
house.common.Scutigeromorpha (house centipedes).Un ID family,common,Scutigeromorpha,house centipedes,Un ID family,,1,96,97,10
house.common.Siphonaptera (fleas).Pulicidae (fleas),common,Siphonaptera,fleas,Pulicidae,fleas,1,96,97,1
house.common.Spirobolida (round-backed millipedes).Spirobolidae (round-backed millipedes),common,Spirobolida,round-backed millipedes,Spirobolidae,round-backed millipedes,2,95,97,3
house.common.Spirobolida (round-backed millipedes).Un ID family,common,Spirobolida,round-backed millipedes,Un ID family,,1,96,97,3
house.common.Thysanoptera (thrips).Phlaeothripidae (tube tailed thrips),common,Thysanoptera,thrips,Phlaeothripidae,tube tailed thrips,5,92,97,19
house.common.Thysanoptera (thrips).Thripidae (thrips),common,Thysanoptera,thrips,Thripidae,thrips,11,86,97,19
house.common.Thysanoptera (thrips).Un ID family,common,Thysanoptera,thrips,Un ID family,,6,91,97,19
house.common.Trichoptera (caddisflies).Hydropsychidae (netspinning caddisflies),common,Trichoptera,caddisflies,Hydropsychidae,netspinning caddisflies,3,94,97,3
house.common.Un ID order.Un ID family,common,Un ID order,,Un ID family,,1,96,97,1
house.common.Zygentoma (silverfish).Lepismatidae (silverfish),common,Zygentoma,silverfish,Lepismatidae,silverfish,39,58,97,39
"house.kitchen.Acari (mites, ticks).Oribatida (moss mites)",kitchen,Acari,"mites, ticks",Oribatida,moss mites,1,49,50,5
"house.kitchen.Acari (mites, ticks).Un ID family",kitchen,Acari,"mites, ticks",Un ID family,,4,46,50,5
house.kitchen.Araneae (spiders).Agelenidae (funnel weavers),kitchen,Araneae,spiders,Agelenidae,funnel weavers,3,47,50,44
house.kitchen.Araneae (spiders).Anyphaenidae (ghost spiders),kitchen,Araneae,spiders,Anyphaenidae,ghost spiders,2,48,50,44
